ts_code,symbol,name,area,industry,fullname,market,exchange,list_status,list_date
300873.SZ,300873,海晨股份,江苏,仓储物流,江苏海晨物流股份有限公司,创业板,SZSE,L,2020-08-24
300875.SZ,300875,捷强装备,天津,专用机械,天津捷强动力装备股份有限公司,创业板,SZSE,L,2020-08-24
300876.SZ,300876,蒙泰高新,广东,化纤,广东蒙泰高新纤维股份有限公司,创业板,SZSE,L,2020-08-24
300877.SZ,300877,金春股份,安徽,纺织,安徽金春无纺布股份有限公司,创业板,SZSE,L,2020-08-24
300878.SZ,300878,维康药业,浙江,中成药,浙江维康药业股份有限公司,创业板,SZSE,L,2020-08-24
300879.SZ,300879,大叶股份,浙江,农用机械,宁波大叶园林设备股份有限公司,创业板,SZSE,L,2020-09-01
300880.SZ,300880,迦南智能,浙江,电器仪表,宁波迦南智能电气股份有限公司,创业板,SZSE,L,2020-09-01
300881.SZ,300881,盛德鑫泰,江苏,钢加工,盛德鑫泰新材料股份有限公司,创业板,SZSE,L,2020-09-01
300882.SZ,300882,万胜智能,浙江,电器仪表,浙江万胜智能科技股份有限公司,创业板,SZSE,L,2020-09-10
300883.SZ,300883,龙利得,安徽,造纸,龙利得智能科技股份有限公司,创业板,SZSE,L,2020-09-10
300884.SZ,300884,狄耐克,福建,IT设备,厦门狄耐克智能科技股份有限公司,创业板,SZSE,L,2020-11-12
300885.SZ,300885,海昌新材,江苏,机械基件,扬州海昌新材股份有限公司,创业板,SZSE,L,2020-09-10
300886.SZ,300886,华业香料,安徽,化工原料,安徽华业香料股份有限公司,创业板,SZSE,L,2020-09-16
300887.SZ,300887,谱尼测试,北京,电器仪表,谱尼测试集团股份有限公司,创业板,SZSE,L,2020-09-16
300888.SZ,300888,稳健医疗,深圳,医疗保健,稳健医疗用品股份有限公司,创业板,SZSE,L,2020-09-17
300889.SZ,300889,爱克股份,深圳,电气设备,深圳爱克莱特科技股份有限公司,创业板,SZSE,L,2020-09-16
300890.SZ,300890,翔丰华,上海,电气设备,上海市翔丰华科技股份有限公司,创业板,SZSE,L,2020-09-17
300891.SZ,300891,惠云钛业,广东,化工原料,广东惠云钛业股份有限公司,创业板,SZSE,L,2020-09-17
300892.SZ,300892,品渥食品,上海,乳制品,品渥食品股份有限公司,创业板,SZSE,L,2020-09-24
300893.SZ,300893,松原股份,浙江,汽车配件,浙江松原汽车安全系统股份有限公司,创业板,SZSE,L,2020-09-24
300894.SZ,300894,火星人,浙江,家用电器,火星人厨具股份有限公司,创业板,SZSE,L,2020-12-31
300895.SZ,300895,铜牛信息,北京,软件服务,北京铜牛信息科技股份有限公司,创业板,SZSE,L,2020-09-24
300896.SZ,300896,爱美客,北京,医疗保健,爱美客技术发展股份有限公司,创业板,SZSE,L,2020-09-28
300897.SZ,300897,山科智能,浙江,电器仪表,杭州山科智能科技股份有限公司,创业板,SZSE,L,2020-09-28
300898.SZ,300898,熊猫乳品,浙江,乳制品,熊猫乳品集团股份有限公司,创业板,SZSE,L,2020-10-16
300899.SZ,300899,上海凯鑫,上海,环境保护,上海凯鑫分离技术股份有限公司,创业板,SZSE,L,2020-10-16
300900.SZ,300900,广联航空,黑龙江,航空,广联航空工业股份有限公司,创业板,SZSE,L,2020-10-29
300901.SZ,300901,中胤时尚,浙江,服饰,浙江中胤时尚股份有限公司,创业板,SZSE,L,2020-10-29
300902.SZ,300902,国安达,福建,专用机械,国安达股份有限公司,创业板,SZSE,L,2020-10-29
300903.SZ,300903,科翔股份,广东,元器件,广东科翔电子科技股份有限公司,创业板,SZSE,L,2020-11-05
300904.SZ,300904,威力传动,宁夏,电气设备,银川威力传动技术股份有限公司,创业板,SZSE,L,2023-08-09
300905.SZ,300905,宝丽迪,江苏,染料涂料,苏州宝丽迪材料科技股份有限公司,创业板,SZSE,L,2020-11-05
300906.SZ,300906,日月明,江西,电器仪表,江西日月明测控科技股份有限公司,创业板,SZSE,L,2020-11-05
300907.SZ,300907,康平科技,江苏,电气设备,康平科技(苏州)股份有限公司,创业板,SZSE,L,2020-11-18
300908.SZ,300908,仲景食品,河南,食品,仲景食品股份有限公司,创业板,SZSE,L,2020-11-23
300909.SZ,300909,汇创达,深圳,元器件,深圳市汇创达科技股份有限公司,创业板,SZSE,L,2020-11-18
300910.SZ,300910,瑞丰新材,河南,化工原料,新乡市瑞丰新材料股份有限公司,创业板,SZSE,L,2020-11-27
300911.SZ,300911,亿田智能,浙江,家用电器,浙江亿田智能厨电股份有限公司,创业板,SZSE,L,2020-12-03
300912.SZ,300912,凯龙高科,江苏,环境保护,凯龙高科技股份有限公司,创业板,SZSE,L,2020-12-07
300913.SZ,300913,兆龙互连,浙江,通信设备,浙江兆龙互连科技股份有限公司,创业板,SZSE,L,2020-12-07
300915.SZ,300915,海融科技,上海,乳制品,上海海融食品科技股份有限公司,创业板,SZSE,L,2020-12-02
300916.SZ,300916,朗特智能,深圳,元器件,深圳朗特智能控制股份有限公司,创业板,SZSE,L,2020-12-02
300917.SZ,300917,特发服务,深圳,房产服务,深圳市特发服务股份有限公司,创业板,SZSE,L,2020-12-21
300918.SZ,300918,南山智尚,山东,纺织,山东南山智尚科技股份有限公司,创业板,SZSE,L,2020-12-22
300919.SZ,300919,中伟股份,贵州,电气设备,中伟新材料股份有限公司,创业板,SZSE,L,2020-12-23
300920.SZ,300920,润阳科技,浙江,塑料,浙江润阳新材料科技股份有限公司,创业板,SZSE,L,2020-12-25
300921.SZ,300921,南凌科技,深圳,互联网,南凌科技股份有限公司,创业板,SZSE,L,2020-12-22
300922.SZ,300922,天秦装备,河北,专用机械,秦皇岛天秦装备制造股份有限公司,创业板,SZSE,L,2020-12-25
300923.SZ,300923,研奥股份,吉林,运输设备,研奥电气股份有限公司,创业板,SZSE,L,2020-12-24
300925.SZ,300925,法本信息,深圳,软件服务,深圳市法本信息技术股份有限公司,创业板,SZSE,L,2020-12-30
300926.SZ,300926,博俊科技,江苏,汽车配件,江苏博俊工业科技股份有限公司,创业板,SZSE,L,2021-01-07
300927.SZ,300927,江天化学,江苏,化工原料,南通江天化学股份有限公司,创业板,SZSE,L,2021-01-07
300928.SZ,300928,华安鑫创,北京,汽车配件,华安鑫创控股(北京)股份有限公司,创业板,SZSE,L,2021-01-06
300929.SZ,300929,华骐环保,安徽,环境保护,安徽华骐环保科技股份有限公司,创业板,SZSE,L,2021-01-20
300930.SZ,300930,屹通新材,浙江,小金属,杭州屹通新材料股份有限公司,创业板,SZSE,L,2021-01-21
300931.SZ,300931,通用电梯,江苏,运输设备,通用电梯股份有限公司,创业板,SZSE,L,2021-01-21
300932.SZ,300932,三友联众,广东,电气设备,三友联众集团股份有限公司,创业板,SZSE,L,2021-01-22
300933.SZ,300933,中辰股份,江苏,电气设备,中辰电缆股份有限公司,创业板,SZSE,L,2021-01-22
300935.SZ,300935,盈建科,北京,软件服务,北京盈建科软件股份有限公司,创业板,SZSE,L,2021-01-20
300936.SZ,300936,中英科技,江苏,元器件,常州中英科技股份有限公司,创业板,SZSE,L,2021-01-26
300937.SZ,300937,药易购,四川,医药商业,四川合纵药易购医药股份有限公司,创业板,SZSE,L,2021-01-27
300938.SZ,300938,信测标准,深圳,电器仪表,深圳信测标准技术服务股份有限公司,创业板,SZSE,L,2021-01-27
300939.SZ,300939,秋田微,深圳,元器件,深圳秋田微电子股份有限公司,创业板,SZSE,L,2021-01-28
300940.SZ,300940,南极光,深圳,元器件,深圳市南极光电子科技股份有限公司,创业板,SZSE,L,2021-02-03
300941.SZ,300941,创识科技,福建,IT设备,福建创识科技股份有限公司,创业板,SZSE,L,2021-02-09
300942.SZ,300942,易瑞生物,深圳,医疗保健,深圳市易瑞生物技术股份有限公司,创业板,SZSE,L,2021-02-09
300943.SZ,300943,春晖智控,浙江,机械基件,浙江春晖智能控制股份有限公司,创业板,SZSE,L,2021-02-10
300945.SZ,300945,曼卡龙,浙江,服饰,曼卡龙珠宝股份有限公司,创业板,SZSE,L,2021-02-10
300946.SZ,300946,恒而达,福建,机械基件,福建恒而达新材料股份有限公司,创业板,SZSE,L,2021-02-08
300947.SZ,300947,德必集团,上海,房产服务,上海德必文化创意产业发展(集团)股份有限公司,创业板,SZSE,L,2021-02-10
300948.SZ,300948,冠中生态,山东,环境保护,青岛冠中生态股份有限公司,创业板,SZSE,L,2021-02-25
300949.SZ,300949,奥雅股份,深圳,建筑工程,深圳奥雅设计股份有限公司,创业板,SZSE,L,2021-02-26
300950.SZ,300950,德固特,山东,专用机械,青岛德固特节能装备股份有限公司,创业板,SZSE,L,2021-03-03
300951.SZ,300951,博硕科技,深圳,元器件,深圳市博硕科技股份有限公司,创业板,SZSE,L,2021-02-26
300952.SZ,300952,恒辉安防,江苏,纺织,江苏恒辉安防股份有限公司,创业板,SZSE,L,2021-03-11
300953.SZ,300953,震裕科技,浙江,电气设备,宁波震裕科技股份有限公司,创业板,SZSE,L,2021-03-18
300955.SZ,300955,嘉亨家化,福建,日用化工,嘉亨家化股份有限公司,创业板,SZSE,L,2021-03-24
300956.SZ,300956,英力股份,安徽,元器件,安徽英力电子科技股份有限公司,创业板,SZSE,L,2021-03-26
300957.SZ,300957,贝泰妮,云南,日用化工,云南贝泰妮生物科技集团股份有限公司,创业板,SZSE,L,2021-03-25
300958.SZ,300958,建工修复,北京,环境保护,北京建工环境修复股份有限公司,创业板,SZSE,L,2021-03-29
300959.SZ,300959,线上线下,江苏,电信运营,无锡线上线下通讯信息技术股份有限公司,创业板,SZSE,L,2021-03-22
300960.SZ,300960,通业科技,深圳,运输设备,深圳通业科技股份有限公司,创业板,SZSE,L,2021-03-29
300961.SZ,300961,深水海纳,深圳,环境保护,深水海纳水务集团股份有限公司,创业板,SZSE,L,2021-03-30
300962.SZ,300962,中金辐照,深圳,医疗保健,中金辐照股份有限公司,创业板,SZSE,L,2021-04-09
300963.SZ,300963,中洲特材,上海,小金属,上海中洲特种合金材料股份有限公司,创业板,SZSE,L,2021-04-09
300964.SZ,300964,本川智能,江苏,元器件,江苏本川智能电路科技股份有限公司,创业板,SZSE,L,2021-08-05
300965.SZ,300965,*ST恒宇,北京,航空,恒宇信通航空装备(北京)股份有限公司,创业板,SZSE,L,2021-04-02
300966.SZ,300966,共同药业,湖北,化学制药,湖北共同药业股份有限公司,创业板,SZSE,L,2021-04-09
300967.SZ,300967,晓鸣股份,宁夏,农业综合,宁夏晓鸣农牧股份有限公司,创业板,SZSE,L,2021-04-13
300968.SZ,300968,格林精密,广东,元器件,广东格林精密部件股份有限公司,创业板,SZSE,L,2021-04-15
300969.SZ,300969,恒帅股份,浙江,汽车配件,宁波恒帅股份有限公司,创业板,SZSE,L,2021-04-12
300970.SZ,300970,华绿生物,江苏,种植业,江苏华绿生物科技股份有限公司,创业板,SZSE,L,2021-04-12
300971.SZ,300971,博亚精工,湖北,机械基件,襄阳博亚精工装备股份有限公司,创业板,SZSE,L,2021-04-15
300972.SZ,300972,万辰集团,福建,种植业,福建万辰生物科技集团股份有限公司,创业板,SZSE,L,2021-04-19
300973.SZ,300973,立高食品,广东,食品,立高食品股份有限公司,创业板,SZSE,L,2021-04-15
300975.SZ,300975,商络电子,江苏,元器件,南京商络电子股份有限公司,创业板,SZSE,L,2021-04-21
300976.SZ,300976,达瑞电子,广东,元器件,东莞市达瑞电子股份有限公司,创业板,SZSE,L,2021-04-19
300977.SZ,300977,深圳瑞捷,深圳,建筑工程,深圳瑞捷工程咨询股份有限公司,创业板,SZSE,L,2021-04-20
300978.SZ,300978,东箭科技,广东,汽车配件,广东东箭汽车科技股份有限公司,创业板,SZSE,L,2021-04-26
300979.SZ,300979,华利集团,广东,服饰,中山华利实业集团股份有限公司,创业板,SZSE,L,2021-04-26
300980.SZ,300980,祥源新材,湖北,塑料,湖北祥源新材科技股份有限公司,创业板,SZSE,L,2021-04-21
300981.SZ,300981,中红医疗,河北,医疗保健,中红普林医疗用品股份有限公司,创业板,SZSE,L,2021-04-27
300982.SZ,300982,苏文电能,江苏,建筑工程,苏文电能科技股份有限公司,创业板,SZSE,L,2021-04-27
300983.SZ,300983,尤安设计,上海,建筑工程,上海尤安建筑设计股份有限公司,创业板,SZSE,L,2021-04-20
300984.SZ,300984,金沃股份,浙江,机械基件,浙江金沃精工股份有限公司,创业板,SZSE,L,2021-06-18
300985.SZ,300985,致远新能,吉林,汽车配件,长春致远新能源装备股份有限公司,创业板,SZSE,L,2021-04-29
300986.SZ,300986,志特新材,江西,其他建材,江西志特新材料股份有限公司,创业板,SZSE,L,2021-04-30
300987.SZ,300987,川网传媒,四川,互联网,四川新闻网传媒(集团)股份有限公司,创业板,SZSE,L,2021-05-11
300988.SZ,300988,津荣天宇,天津,机械基件,天津津荣天宇精密机械股份有限公司,创业板,SZSE,L,2021-05-12
300989.SZ,300989,蕾奥规划,深圳,建筑工程,深圳市蕾奥规划设计咨询股份有限公司,创业板,SZSE,L,2021-05-07
300990.SZ,300990,同飞股份,河北,专用机械,三河同飞制冷股份有限公司,创业板,SZSE,L,2021-05-12
300991.SZ,300991,创益通,深圳,元器件,深圳市创益通技术股份有限公司,创业板,SZSE,L,2021-05-20
300992.SZ,300992,泰福泵业,浙江,机械基件,浙江泰福泵业股份有限公司,创业板,SZSE,L,2021-05-25
300993.SZ,300993,玉马遮阳,山东,家居用品,山东玉马遮阳科技股份有限公司,创业板,SZSE,L,2021-05-24
300994.SZ,300994,久祺股份,浙江,文教休闲,久祺股份有限公司,创业板,SZSE,L,2021-08-12
300995.SZ,300995,奇德新材,广东,塑料,广东奇德新材料股份有限公司,创业板,SZSE,L,2021-05-26
300996.SZ,300996,普联软件,山东,软件服务,普联软件股份有限公司,创业板,SZSE,L,2021-06-03
300997.SZ,300997,欢乐家,广东,软饮料,欢乐家食品集团股份有限公司,创业板,SZSE,L,2021-06-02
300998.SZ,300998,宁波方正,浙江,专用机械,宁波方正汽车模具股份有限公司,创业板,SZSE,L,2021-06-02
300999.SZ,300999,金龙鱼,上海,食品,益海嘉里金龙鱼粮油食品股份有限公司,创业板,SZSE,L,2020-10-15
301000.SZ,301000,肇民科技,上海,汽车配件,上海肇民新材料科技股份有限公司,创业板,SZSE,L,2021-05-28
301001.SZ,301001,凯淳股份,上海,互联网,上海凯淳实业股份有限公司,创业板,SZSE,L,2021-05-28
301002.SZ,301002,崧盛股份,深圳,电气设备,深圳市崧盛电子股份有限公司,创业板,SZSE,L,2021-06-07
301003.SZ,301003,江苏博云,江苏,塑料,江苏博云塑业股份有限公司,创业板,SZSE,L,2021-06-01
301004.SZ,301004,嘉益股份,浙江,家居用品,浙江嘉益保温科技股份有限公司,创业板,SZSE,L,2021-06-25
301005.SZ,301005,超捷股份,上海,汽车配件,超捷紧固系统(上海)股份有限公司,创业板,SZSE,L,2021-06-01
301006.SZ,301006,迈拓股份,江苏,电器仪表,迈拓仪表股份有限公司,创业板,SZSE,L,2021-06-07
301007.SZ,301007,德迈仕,辽宁,汽车配件,大连德迈仕精密科技股份有限公司,创业板,SZSE,L,2021-06-16
301008.SZ,301008,宏昌科技,浙江,家用电器,浙江宏昌电器科技股份有限公司,创业板,SZSE,L,2021-06-11
301009.SZ,301009,可靠股份,浙江,造纸,杭州可靠护理用品股份有限公司,创业板,SZSE,L,2021-06-17
301010.SZ,301010,晶雪节能,江苏,其他建材,江苏晶雪节能科技股份有限公司,创业板,SZSE,L,2021-06-18
301011.SZ,301011,华立科技,广东,专用机械,广州华立科技股份有限公司,创业板,SZSE,L,2021-06-17
301012.SZ,301012,扬电科技,江苏,电气设备,江苏扬电科技股份有限公司,创业板,SZSE,L,2021-06-22
301013.SZ,301013,利和兴,深圳,专用机械,深圳市利和兴股份有限公司,创业板,SZSE,L,2021-06-29
301015.SZ,301015,百洋医药,山东,医药商业,青岛百洋医药股份有限公司,创业板,SZSE,L,2021-06-30
301016.SZ,301016,雷尔伟,江苏,运输设备,南京雷尔伟新技术股份有限公司,创业板,SZSE,L,2021-06-30
301017.SZ,301017,漱玉平民,山东,医药商业,漱玉平民大药房连锁股份有限公司,创业板,SZSE,L,2021-07-05
301018.SZ,301018,申菱环境,广东,专用机械,广东申菱环境系统股份有限公司,创业板,SZSE,L,2021-07-07
301019.SZ,301019,宁波色母,浙江,塑料,宁波色母粒股份有限公司,创业板,SZSE,L,2021-06-28
301020.SZ,301020,密封科技,山东,机械基件,烟台石川密封科技股份有限公司,创业板,SZSE,L,2021-07-06
301021.SZ,301021,英诺激光,深圳,专用机械,英诺激光科技股份有限公司,创业板,SZSE,L,2021-07-06
301022.SZ,301022,海泰科,山东,专用机械,青岛海泰科模塑科技股份有限公司,创业板,SZSE,L,2021-07-02
301023.SZ,301023,江南奕帆,江苏,电气设备,无锡江南奕帆电力传动科技股份有限公司,创业板,SZSE,L,2021-07-07
301024.SZ,301024,霍普股份,上海,建筑工程,上海霍普建筑设计事务所股份有限公司,创业板,SZSE,L,2021-07-28
301025.SZ,301025,读客文化,上海,出版业,读客文化股份有限公司,创业板,SZSE,L,2021-07-19
301026.SZ,301026,浩通科技,江苏,小金属,徐州浩通新材料科技股份有限公司,创业板,SZSE,L,2021-07-16
301027.SZ,301027,华蓝集团,广西,建筑工程,华蓝集团股份公司,创业板,SZSE,L,2021-07-15
301028.SZ,301028,东亚机械,福建,专用机械,厦门东亚机械工业股份有限公司,创业板,SZSE,L,2021-07-20
301029.SZ,301029,怡合达,广东,专用机械,东莞怡合达自动化股份有限公司,创业板,SZSE,L,2021-07-23
301030.SZ,301030,仕净科技,江苏,环境保护,苏州仕净科技股份有限公司,创业板,SZSE,L,2021-07-22
301031.SZ,301031,中熔电气,陕西,电气设备,西安中熔电气股份有限公司,创业板,SZSE,L,2021-07-15
301032.SZ,301032,新柴股份,浙江,工程机械,浙江新柴股份有限公司,创业板,SZSE,L,2021-07-22
301033.SZ,301033,迈普医学,广东,医疗保健,广州迈普再生医学科技股份有限公司,创业板,SZSE,L,2021-07-26
301035.SZ,301035,润丰股份,山东,农药化肥,山东潍坊润丰化工股份有限公司,创业板,SZSE,L,2021-07-28
301036.SZ,301036,双乐股份,江苏,染料涂料,双乐颜料股份有限公司,创业板,SZSE,L,2021-07-29
301037.SZ,301037,保立佳,上海,染料涂料,上海保立佳化工股份有限公司,创业板,SZSE,L,2021-07-30
301038.SZ,301038,深水规院,深圳,建筑工程,深圳市水务规划设计院股份有限公司,创业板,SZSE,L,2021-08-04
301039.SZ,301039,中集车辆,深圳,汽车整车,中集车辆(集团)股份有限公司,创业板,SZSE,L,2021-07-08
301040.SZ,301040,中环海陆,江苏,机械基件,张家港中环海陆高端装备股份有限公司,创业板,SZSE,L,2021-08-03
301041.SZ,301041,金百泽,深圳,元器件,深圳市金百泽电子科技股份有限公司,创业板,SZSE,L,2021-08-11
301042.SZ,301042,安联锐视,广东,IT设备,珠海安联锐视科技股份有限公司,创业板,SZSE,L,2021-08-05
301043.SZ,301043,绿岛风,广东,机械基件,广东绿岛风空气系统股份有限公司,创业板,SZSE,L,2021-08-11
301045.SZ,301045,天禄科技,江苏,元器件,苏州天禄光科技股份有限公司,创业板,SZSE,L,2021-08-13
301046.SZ,301046,能辉科技,上海,新型电力,上海能辉科技股份有限公司,创业板,SZSE,L,2021-08-17
301047.SZ,301047,义翘神州,北京,生物制药,北京义翘神州科技股份有限公司,创业板,SZSE,L,2021-08-16
301048.SZ,301048,金鹰重工,湖北,运输设备,金鹰重型工程机械股份有限公司,创业板,SZSE,L,2021-08-18
301049.SZ,301049,超越科技,安徽,环境保护,安徽超越环保科技股份有限公司,创业板,SZSE,L,2021-08-24
301050.SZ,301050,雷电微力,四川,航空,成都雷电微力科技股份有限公司,创业板,SZSE,L,2021-08-24
301051.SZ,301051,信濠光电,深圳,元器件,深圳市信濠光电科技股份有限公司,创业板,SZSE,L,2021-08-27
301052.SZ,301052,果麦文化,浙江,出版业,果麦文化传媒股份有限公司,创业板,SZSE,L,2021-08-30
301053.SZ,301053,远信工业,浙江,专用机械,远信工业股份有限公司,创业板,SZSE,L,2021-09-01
301055.SZ,301055,张小泉,浙江,家居用品,张小泉股份有限公司,创业板,SZSE,L,2021-09-06
301056.SZ,301056,森赫股份,浙江,运输设备,森赫电梯股份有限公司,创业板,SZSE,L,2021-09-07
301057.SZ,301057,汇隆新材,浙江,化纤,浙江汇隆新材料股份有限公司,创业板,SZSE,L,2021-09-09
301058.SZ,301058,中粮科工,江苏,建筑工程,中粮科工股份有限公司,创业板,SZSE,L,2021-09-09
301059.SZ,301059,金三江,广东,化工原料,金三江(肇庆)硅材料股份有限公司,创业板,SZSE,L,2021-09-13
301060.SZ,301060,兰卫医学,上海,医疗保健,上海兰卫医学检验所股份有限公司,创业板,SZSE,L,2021-09-13
301061.SZ,301061,匠心家居,江苏,家居用品,常州匠心独具智能家居股份有限公司,创业板,SZSE,L,2021-09-13
301062.SZ,301062,上海艾录,上海,广告包装,上海艾录包装股份有限公司,创业板,SZSE,L,2021-09-14
301063.SZ,301063,海锅股份,江苏,电气设备,张家港海锅新能源装备股份有限公司,创业板,SZSE,L,2021-09-24
301065.SZ,301065,本立科技,浙江,化工原料,浙江本立科技股份有限公司,创业板,SZSE,L,2021-09-14
301066.SZ,301066,万事利,浙江,纺织,杭州万事利丝绸文化股份有限公司,创业板,SZSE,L,2021-09-22
301067.SZ,301067,显盈科技,深圳,元器件,深圳市显盈科技股份有限公司,创业板,SZSE,L,2021-09-22
301068.SZ,301068,大地海洋,浙江,环境保护,杭州大地海洋环保股份有限公司,创业板,SZSE,L,2021-09-28
301069.SZ,301069,凯盛新材,山东,化工原料,山东凯盛新材料股份有限公司,创业板,SZSE,L,2021-09-27
301070.SZ,301070,开勒股份,上海,机械基件,开勒环境科技(上海)股份有限公司,创业板,SZSE,L,2021-09-23
301071.SZ,301071,力量钻石,河南,矿物制品,河南省力量钻石股份有限公司,创业板,SZSE,L,2021-09-24
301072.SZ,301072,中捷精工,江苏,汽车配件,江苏中捷精工科技股份有限公司,创业板,SZSE,L,2021-09-29
301073.SZ,301073,君亭酒店,浙江,酒店餐饮,君亭酒店集团股份有限公司,创业板,SZSE,L,2021-09-30
301075.SZ,301075,多瑞医药,西藏,化学制药,西藏多瑞医药股份有限公司,创业板,SZSE,L,2021-09-29
301076.SZ,301076,新瀚新材,江苏,化工原料,江苏新瀚新材料股份有限公司,创业板,SZSE,L,2021-10-11
301077.SZ,301077,星华新材,浙江,化工原料,浙江星华新材料集团股份有限公司,创业板,SZSE,L,2021-09-30
301078.SZ,301078,孩子王,江苏,其他商业,孩子王儿童用品股份有限公司,创业板,SZSE,L,2021-10-14
301079.SZ,301079,邵阳液压,湖南,机械基件,邵阳维克液压股份有限公司,创业板,SZSE,L,2021-10-19
301080.SZ,301080,百普赛斯,北京,生物制药,北京百普赛斯生物科技股份有限公司,创业板,SZSE,L,2021-10-18
301081.SZ,301081,严牌股份,浙江,环境保护,浙江严牌过滤技术股份有限公司,创业板,SZSE,L,2021-10-20
301082.SZ,301082,久盛电气,浙江,电气设备,久盛电气股份有限公司,创业板,SZSE,L,2021-10-27
301083.SZ,301083,百胜智能,江西,专用机械,江西百胜智能科技股份有限公司,创业板,SZSE,L,2021-10-21
301085.SZ,301085,亚康股份,北京,软件服务,北京亚康万玮信息技术股份有限公司,创业板,SZSE,L,2021-10-18
301086.SZ,301086,鸿富瀚,深圳,元器件,深圳市鸿富瀚科技股份有限公司,创业板,SZSE,L,2021-10-20
301087.SZ,301087,可孚医疗,湖南,医疗保健,可孚医疗科技股份有限公司,创业板,SZSE,L,2021-10-25
301088.SZ,301088,戎美股份,江苏,服饰,日禾戎美股份有限公司,创业板,SZSE,L,2021-10-28
301089.SZ,301089,拓新药业,河南,化学制药,拓新药业集团股份有限公司,创业板,SZSE,L,2021-10-27
301090.SZ,301090,华润材料,江苏,化工原料,华润化学材料科技股份有限公司,创业板,SZSE,L,2021-10-26
301091.SZ,301091,深城交,深圳,建筑工程,深圳市城市交通规划设计研究中心股份有限公司,创业板,SZSE,L,2021-10-29
301092.SZ,301092,争光股份,浙江,化工原料,浙江争光实业股份有限公司,创业板,SZSE,L,2021-11-02
301093.SZ,301093,华兰股份,江苏,医疗保健,江苏华兰药用新材料股份有限公司,创业板,SZSE,L,2021-11-01
301095.SZ,301095,广立微,浙江,半导体,杭州广立微电子股份有限公司,创业板,SZSE,L,2022-08-05
301096.SZ,301096,百诚医药,浙江,医疗保健,杭州百诚医药科技股份有限公司,创业板,SZSE,L,2021-12-20
301097.SZ,301097,天益医疗,浙江,医疗保健,宁波天益医疗器械股份有限公司,创业板,SZSE,L,2022-04-07
301098.SZ,301098,金埔园林,江苏,建筑工程,金埔园林股份有限公司,创业板,SZSE,L,2021-11-12
301099.SZ,301099,雅创电子,上海,元器件,上海雅创电子集团股份有限公司,创业板,SZSE,L,2021-11-22
301100.SZ,301100,风光股份,辽宁,化工原料,营口风光新材料股份有限公司,创业板,SZSE,L,2021-12-17
301101.SZ,301101,明月镜片,江苏,文教休闲,明月镜片股份有限公司,创业板,SZSE,L,2021-12-16
301102.SZ,301102,兆讯传媒,天津,广告包装,兆讯传媒广告股份有限公司,创业板,SZSE,L,2022-03-28
301103.SZ,301103,何氏眼科,辽宁,医疗保健,辽宁何氏眼科医院集团股份有限公司,创业板,SZSE,L,2022-03-22
301105.SZ,301105,鸿铭股份,广东,专用机械,广东鸿铭智能股份有限公司,创业板,SZSE,L,2022-12-30
301106.SZ,301106,骏成科技,江苏,元器件,江苏骏成电子科技股份有限公司,创业板,SZSE,L,2022-01-28
301107.SZ,301107,瑜欣电子,重庆,机械基件,重庆瑜欣平瑞电子股份有限公司,创业板,SZSE,L,2022-05-24
301108.SZ,301108,洁雅股份,安徽,日用化工,铜陵洁雅生物科技股份有限公司,创业板,SZSE,L,2021-12-03
301109.SZ,301109,军信股份,湖南,环境保护,湖南军信环保股份有限公司,创业板,SZSE,L,2022-04-13
301110.SZ,301110,青木股份,广东,互联网,青木数字技术股份有限公司,创业板,SZSE,L,2022-03-11
301111.SZ,301111,粤万年青,广东,中成药,广东万年青制药股份有限公司,创业板,SZSE,L,2021-12-07
301112.SZ,301112,信邦智能,广东,专用机械,广州信邦智能装备股份有限公司,创业板,SZSE,L,2022-06-29
301113.SZ,301113,雅艺科技,浙江,家居用品,浙江雅艺金属科技股份有限公司,创业板,SZSE,L,2021-12-22
301115.SZ,301115,建科股份,江苏,建筑工程,常州市建筑科学研究院集团股份有限公司,创业板,SZSE,L,2022-08-31
301116.SZ,301116,益客食品,江苏,食品,江苏益客食品集团股份有限公司,创业板,SZSE,L,2022-01-18
301117.SZ,301117,佳缘科技,四川,软件服务,佳缘科技股份有限公司,创业板,SZSE,L,2022-01-17
301118.SZ,301118,恒光股份,湖南,化工原料,湖南恒光科技股份有限公司,创业板,SZSE,L,2021-11-18
301119.SZ,301119,正强股份,浙江,汽车配件,杭州正强传动股份有限公司,创业板,SZSE,L,2021-11-22
301120.SZ,301120,新特电气,北京,电气设备,新华都特种电气股份有限公司,创业板,SZSE,L,2022-04-19
301121.SZ,301121,紫建电子,重庆,电气设备,重庆市紫建电子股份有限公司,创业板,SZSE,L,2022-08-08
301122.SZ,301122,采纳股份,江苏,医疗保健,采纳科技股份有限公司,创业板,SZSE,L,2022-01-26
301123.SZ,301123,奕东电子,广东,元器件,奕东电子科技股份有限公司,创业板,SZSE,L,2022-01-25
301125.SZ,301125,腾亚精工,江苏,机械基件,南京腾亚精工科技股份有限公司,创业板,SZSE,L,2022-06-08
301126.SZ,301126,达嘉维康,湖南,医药商业,湖南达嘉维康医药产业股份有限公司,创业板,SZSE,L,2021-12-07
301127.SZ,301127,天源环保,湖北,环境保护,武汉天源环保股份有限公司,创业板,SZSE,L,2021-12-30
